country,ratingScore,reviewDescription,reviewTitle,Model,Core
Canada,5,"Words cannot describe the change in performance.I thought my 9600k was still a decent chip before I upgraded. Now I see although it was decent, I was missing a lot. My rtx 2080 super didn’t get upgraded this year but I’m sure it’ll need to by next year as it’s now always peaked at 100% in games. While my gpu works a sweat trying to not burn itself to the ground, this 13600k sits around 20-30% usage and around 50 degrees Celsius in most situations.Depending on the motherboard, you may want to tweak “CPU lite load” settings. My MSI mobo defaulted to mode 12 and was causing overheating issues due to current. Now dialed back to mode 9, I have lost no performance what so ever, I actually gained almost a thousand extra points in cinebench by not letting it get hot.Overall I’m very happy and would highly recommend this cpu to anyone.",From 9600k to this.,i5 13th Gen,i5
Australia,5,Ahoy captain,Super fast delivery in perfect condition,i5 13th Gen,i5
Canada,5,"This processor was on the higher end of my budget, but oh man it was worth it. 6p, 8e cores totalling to 20 threads gives me ample compute to do all sorts of intensive tasks. I can run Cyberpunk 2077 at 1440p 60fps on ultra settings, run LLM workloads, transcode video and audio on the fly, all at the same time, and the processor will only be at 60% usage on all threads.",This thing is a beast,i5 13th Gen,i5
United States,2,"Ran great a for few days until I started getting consistent bsod errors. Load into windows and within mins, error, sometimes even before being able to enter the password to login. Tried some troubleshooting, even reinstalling windows, but it's too much of a hassle.",BSOD after less than a week,i5 13th Gen,i5
United States,3,"The Intel Core i5-13600K is the latest champion in the mid-range desktop processor arena, promising top-notch gaming performance and efficient multitasking. But does it reign supreme, or face dethronement by rivals? Let's sharpen our critical swords and delve into its strengths and weaknesses:Pros:Performance Powerhouse: 14 cores (6 P-cores + 8 E-cores) and 20 threads deliver exceptional performance for gaming, content creation, and demanding workloads. Compared to its predecessor, the 12600K, it offers a significant performance leap.Gaming Prowess: Tears through even the most graphically demanding games with ease, boasting high frame rates and smooth gameplay at 1080p and beyond.Multitasking Maestro: Handles heavy multitasking like a champ, effortlessly juggling multiple applications, browser tabs, and demanding tasks simultaneously.Overclocking Champion: Unlocked multiplier allows for enthusiast-level overclocking, squeezing even more performance out of the silicon for those seeking ultimate power.DDR5 and PCIe 5.0 Support: Future-proofed with support for the latest DDR5 memory and PCIe 5.0 technology, ensuring compatibility with cutting-edge hardware upgrades.Cons:Power Hungry Prince: This performance comes at a cost, with a higher TDP (125W) and potential for increased power consumption compared to lower-power alternatives.Temperature Tantrums: Can run hot under heavy load, requiring beefy cooling solutions to maintain optimal performance and prevent thermal throttling.Pricey Pedigree: Carries a premium price tag compared to some Ryzen 5 competitors offering similar performance in certain scenarios.Windows 11 Preference: While technically compatible with Windows 10, Intel recommends Windows 11 for optimal performance and feature utilization.Motherboard Matchmaking: Requires a newer LGA 1700 motherboard, adding to the overall upgrade cost.Verdict:The Intel Core i5-13600K is a force to be reckoned with in the mid-range gaming processor category. Its exceptional performance, overclocking potential, and future-proof compatibility make it a tempting choice for serious gamers and creators. However, the higher power consumption, price tag, and potential thermal issues require careful consideration.Overall Rating: 4.5 out of 5 stars (with a slight temperature-related deduction)Should You Buy It?Absolutely! If you're a hardcore gamer or demanding content creator seeking the best value for performance in the mid-range, and aren't afraid of a little thermal taming, the 13600K is a top contender.Consider alternatives: If budget, power consumption, or Windows 10 compatibility are major concerns, explore Ryzen 5 options or consider the slightly less powerful (and cooler) i5-13500.",The King of Mid-Range Gaming? (With a Few Quirks),i5 13th Gen,i5
Canada,3,"Bios flash to update the motherboard for it to be able to use this 13th gen CPU, but the flash didn't work so the CPU could never be read by my ASRock Steel Legend motherboard. I have to buy a 12th gen CPU instead because of this problem assuming its the CPU that wasn't compatible with it.",Not compatible with ASRock Steel Legend ATX,i5 13th Gen,i5
United States,5,"Going from an old 4790K to this thing is like going from a biplane to the Concorde jet! This processor will crush any game out there. My main game is Flight simulator and the price to performance boost is outstanding. My old 1080SC is now the bottleneck in my system but both of them together makes even flying a helicopter in downtown New York, on multi-player, on ""high-end"" settings smooth as butter and the processor just sits at 55-60c! Amazing! The final piece of my new build was 32gb of corsair vengeance and I couldn't be happier unless I won the lotto.If you just need a solid gaming chip and don't want to break the bank, run, don't walk, to get this in your system today.BTW, I built my system using an ASUS ROG STRIX mITX, in an nr200p case and the Mugen 5 rev C does a great job keeping it cool using MX-6 thermal paste. The best part? It all fits neatly on my desk in my room. If you were waiting to build a new computer, now is the time. A 13th gen processor, DDR5 ram, a decent video card and a few SSDs and you'll be all set for the rest of the decade.",Amazing processor!,i5 13th Gen,i5
Japan,5,cool.,cool.,i5 13th Gen,i5
United States,5,I like that the new PC I built does not slow down when spinning up a Linux VM in Hyper-V. The processor has plenty of threads and supports all the latest features and chipsets.,"Great spped for main core, and plenty of other cores for VMs",i5 13th Gen,i5
United States,5,"read the online reviews and I'm not disappointed,very good value for money, works perfectly.highly recommended for a budget PC.",Very good CPU for its class,i5 13th Gen,i5
United States,5,"I bought this to build a gaming pc with. But I like CPUs that have a graphics option. This gives me a little wiggle room when I'm debugging a system. When I'm putting it together, I can get the mother board assembly out without plugging in a GPU.I'm using this in a pc that primarily plays World of Warcraft. A core I5 is plenty for that. I'm sure an I3 is more than adequate. I'm using a Deep Cool cooler in a well ventilated case and it doesn't get above 72 degrees celsius, 51 degrees over ambient. I'm not a CPU snob and have used AMD and Intel equally over the years. I wanted thunderbolt ports and that pretty much limited me to Intel this go around. I am not disappointed. My machine gives me all the performance I need. FWIW, I'm running a 7800XT GPU in the system if that is of any interest.",I like a processor that also has graphics,i5 13th Gen,i5
United States,5,I run this with the cooler NH-U12A and max temp 60C running games like Cyberpunk and Helldivers 2.,Great CPU for air cooling,i5 13th Gen,i5
United States,5,"I have this in my newest rig and it is performing pretty well, very happy with the purchase",Great workhorse,i5 13th Gen,i5
United States,5,I got really lucky and got a high-performing chip.Totally pleased with it and the AI overclocking on my ASUS ROG board.,Everything I expected.,i5 13th Gen,i5
United States,5,"I waited for a black Friday deal to get this chip, and boy oh boy... I'm blown away! I upgraded from an I5-8600K and the difference was clear, it was not clear eye, it was a monster of a CPU that can tear through any game you throw at it... As long as you pair it with a motherboard that doesn't hold back the power that is this processor.",Love at first game ( After RIG upgrade),i5 13th Gen,i5
United States,5,"There's really not much that needs to be said. If you're upgrading to 13th gen Intel, and don't require the additional non-gaming related benefits of 13700k or 13900k, you can't go wrong with the i5-13600k. Even with XMP enabled to 6000Mhz & a Noctua NH-U12A tower cooler on top, this beast never gets truly hot in any game. Granted, I have a very good case for airflow, but regardless it's extremely rare I ever see this CPU hitting the 70's when gaming (this includes 1440p gaming at basically maxed settings), with plenty of utilization headroom on top of that. I paired this beastly CPU with the Sapphire Nitro Plus Radeon 6950XT & have been having an amazing experience all around. If you're deeply considering 13th gen, & your main focus is gaming, then the 13600k will perform up there with the best without all the additional heat the higher end SKU's give off. Genuinely give this CPU a 10/10, never in my life did I ever anticipate an i5 to be this great, but just goes to show it's more about the generation and less about the number after the i. If you're considering the CPU but unsure as to its performance, I promise you wont be disappointed with it one bit. Including with its temperatures. No under-volting needed.",Amazing CPU for gaming,i5 13th Gen,i5
United States,5,good CPU,good CPU,i5 13th Gen,i5
United States,5,"I have great fps, and it stays cool under load. I'm running a 360 water cooler with it, and 6khz ddr5 ram. Longevity remains to be seen, but so far I can say, good job Intel. Full ultra settings with no less than 60fps in GW2 with 150+ players on the screen. 150+fps. with small group battles.",I really like this CPU,i5 13th Gen,i5
United States,5,"Update 12-3-23: With the release of the 14ty generation CPUs. Intel barely clawed an extra 1-2% performance wise in the 14600k. Save your money and roll with the 13600k that continues to drop in price. This processor demolishes any workstation/gaming task I throw at it.Intel nailed the 13th gen i5 loading it up with 14 cores. This thing is a little devil in benchmarks, and for $300(at least) less than the 13900k, you can have a processor that stays in punching distance when gaming. Absolutely killer value of you want to build a gaming rig with a quality processor that doesn't eat $600. I recommend getting the K version just in case for some reason one time you boot and your GPU doesn't read, your computer still has a gui. If you decide to go with an Intel processor, this is the best price to performance option.",Golden age of Gaming CPU's is back,i5 13th Gen,i5
United States,5,"Oh, Intel Core i5-13600K, thou art a marvel of technology,A desktop processor that doth claim superiority.With clock speeds swift and cores so many,Thou art a powerhouse for any task plenty.Thine architecture, like a finely woven tapestry,Doth deliver performance with utmost efficacy.The tasks that once did vex and stall,With thee at helm, they crumble and fall.Thy clock speeds dance with lightning's might,Bringing forth swiftness to computations in sight.From gaming realms to design and creation,Thou art a boon to any technological vocation.Thy cores, like warriors in a grand parade,March in harmony, their power never to fade.Multitasking prowess, they do exhibit,As thou handleth multiple tasks, never to quit.Though thou art not the most noble in Intel's line,Thy value and power, they doth brightly shine.For those who seek a balance of might and cost,Thou art a choice that shall not be lost.So, let us raise our voices in great acclaim,To Intel Core i5-13600K, a processor of fame.In the realm of computing, thou reigneth high,A true companion for those who reach the sky.","""Thine Technological Triumph: A Sonnet for the Intel Core i5-13600K""",i5 13th Gen,i5
United States,5,Best price-to-performance ratio in a CPU you would find today,Excellent budget CPU,i5 13th Gen,i5
United States,5,This is a very good CPU especially for the price. I love fast computers and don't see any reason to spend a lot more for very marginal gains.,Great for a new computer build.,i5 13th Gen,i5
United States,5,Very fast and everything works just perfect with it,Just perfect,i5 13th Gen,i5
United States,5,"The superhero of chips, nough' said. 10/10 -IGN",It's like a gaming CPU but affordable,i5 13th Gen,i5
United States,5,"I built my mom a new pc with this cpu. It is really fast! Her last computer was 10 years old, this should last at least that long. The on board video this chip supplies works great for what she does which is email, YouTube, ms office.",Good cpu,i5 13th Gen,i5
United States,5,Very impressive and outperforms previous gen I9's when gaming while remaining easier to cool.,Great CPU,i5 13th Gen,i5
United States,5,Overclocked with basic settings on a z790 mobo. 5.3ghz easy and maxes at 54 degrees c. under load. I upgraded mobo and cpu from a i7 7700k so I could get windows 11 and reduce my windows boot times from 2 minutes to about 8 seconds.,Runs cool with air cooling,i5 13th Gen,i5
United States,5,I have been using this quite much and it’s great my laptop has the i7 and I’m use to a quick system and this has exceeded my expectations I have enjoyed the experience and think that I would use again for my next build.,Great use,i5 13th Gen,i5
United States,5,Absolute upgrade compared to my previous CPU but this one spits out heat like the summer sun. I believe you might want to invest with a good CPU cooler and properly do your install but it'll work like a champ.,Good and Hot,i5 13th Gen,i5
Canada,5,I am using it with a 4070 ti. Runs everything over 90 FPS in 1440p with ultra graphics!,Good CPU,i5 13th Gen,i5
United States,5,easy hookup for USB and external SATA drives.,big upgrade. works good.,i5 13th Gen,i5
United States,5,Great for mid range overclocking and pairs well with almost anything. Worth it 100%.,AMAZING,i5 13th Gen,i5
United States,5,"Paired the i5 13600k with MSI Z690-A Pro DDR4. Running P-Cores 5.4GHz and E-Cores 4.2GHz without any issues. Efficiency cores are powerful and they're equivalent to i7 9700k from few years ago. Scores 25,592 in Cinebench 23 with all cores, and 16,507 with E Cores disabled. Simply put, amazing! Can't ask for more. This CPU has no competition, period!",Blazing fast!,i5 13th Gen,i5
United States,5,I think this CPU offers GREAT value for the money. I runs everything at full settings (with 3060 GPU) and stays cool with Noctua air cooling. Recommended!,Sleeper CPU,i5 13th Gen,i5
United States,5,"This is my first intel system I built. Always been AMD and saw the 13th gen out. Figured was worth a try. It did not disappoint. Only thing is the MSI board overvolts it stock, so temps were always hitting 100 degrees, even with water cooling. Set the Vcore to 1.2v and no longer getting hot.",First Intel desktop for me,i5 13th Gen,i5
United States,5,Fantastic Chip!! Runs Cool!! And Super Fast!!Just buy it-You know you Want it!! :),Fantastic Chip!! Runs Cool!! And Super Fast!!,i5 13th Gen,i5
United States,5,"I upgraded from an i7-9700k to the i5-13600k. WOW! Huge difference. Faster load times, better gaming frame rates in games that depend on the CPU more than the GPU, no stuttering in intense games.I am impressed.Nice job, Intel.",Wow...This thing is FAST!,i5 13th Gen,i5
Canada,5,"Loving the price to performance with the 13600k, considering I made the upgrade from a 6700k. The technology is leaps and bounds for roughly same value.There is also no reason to choose an AMD5 CPU this year over the 13th gen Intel chips. Maybe a X3D but definitely not the 7000 series of CPUs.",Unreal performance for the price,i5 13th Gen,i5
United States,5,This processor is blazing fast! The only con I can think of is the temps with factory motherboard settings. I'm sure the issue is the power settings from the motherboard,Awesome CPU!,i5 13th Gen,i5
United States,5,I had a 10700k before this. Day and night. Paired with a 4080 and it does 1440p 240hz on most titles without hiccups.,Low temps; but also runs everything flawlessly,i5 13th Gen,i5
United States,5,"Best value you can get right now, and it's really no compromise of performance compared to an i7 considering the price",Absurd value,i5 13th Gen,i5
United States,5,"I bought this CPU for a media/storage server I was building and I have not been disappointed. I am running Unraid OS with a number of Docker containers including Plex as well as virtual machines. Having 20 vCpus is awesome for some low requirement virtual machines and it's transcoding ability is great for Plex.A big reason I built a media server in the first place was to store my raw camera footage from storm chasing which is 4k 10bit which creates playback problems on a lot of hardware, it's just too large. I stood up a Plex docker container and added my footage and this CPU handles transcoding and streaming my videos no problem and it's great to go back and easily re-live some of those storms.We also have a growing library of TV shows and Movies and it also handles streaming those as well.I imagine this CPU would be awesome for gaming as well, but I don't have any experience with this chip and gaming but there are plenty of reviews that do go over that.Overall I'm happy with my purchase and would easily recommend this chip to anyone building a media server.","Very fast, Lots of Cores, Great transcoding",i5 13th Gen,i5
